"sex","decade","region","sigma_x","sigma_y","mu_x","mu_y","mu_other","mu_pn","pi_g","r_g","sigma_gx","sigma_gy","mu_gx","mu_gy","mu_g_pn","mu_g_oth","var_xg","sigma_gpartner","sigma_gother","r_std_g","cov_xg_partnerg","cov_xg_otherg","cov_xg_yg"
"Male",1990,"Not South",24099.1144451187,19814.306999289,27687.3150792482,28870.7365554928,-7082.55824271672,8265.97971896137,0.66564201431892,0.853481643041353,24511.0096114068,20033.1335763133,28635.439950314,29682.0662111516,8370.10496154061,-7323.47870070301,600789592.170479,12197.5343529267,11783.9149765501,0.853709416251516,21998612.6352359,-203701125.321904,419087079.483826
"Male",1990,"South",24099.1144451187,19814.306999289,27687.3150792482,28870.7365554928,-7082.55824271672,8265.97971896137,0.33435798568108,0.843875336099012,23142.65152479,19270.3744022026,25799.7820277598,27255.5362929082,8058.68652071249,-6602.93225556415,535582319.597866,11136.4321448933,11445.7954230928,0.844933327175644,17219221.337221,-176460516.736988,376341024.198106
"Female",2000,"Not South",20760.1893459055,22216.2593657747,17178.1318415454,32027.7505686305,-6874.34777524579,21723.9665023308,0.648002427137894,0.561973703216855,21464.3938800184,22532.8814425877,17607.7340905437,32760.0311869877,22266.9259390247,-7114.62884258074,460720204.636572,27088.7926355507,17257.1698850457,0.562214684254846,-13268906.1837772,-175650107.909114,271801190.543677
"Female",2000,"South",20760.1893459055,22216.2593657747,17178.1318415454,32027.7505686305,-6874.34777524579,21723.9665023308,0.351997572862106,0.562889250148422,19372.6034581991,21556.7788781732,16387.264740414,30679.67417656,20724.4169032974,-6432.00746715132,375297764.748628,26274.61317572,15735.4093110367,0.56387016722033,-6693102.62966687,-133535959.416196,235068702.702762
"Male",2000,"Not South",29791.8729409587,22727.7896915934,32320.368173358,34310.1559615307,-8946.56173069851,10936.3495188712,0.655964567060823,0.801454857879455,30462.7387874794,23157.815677748,33110.9106600175,35014.5727037148,11076.4248806795,-9172.76283698214,927978454.434199,16496.5899637524,17781.4804048913,0.80160348115644,34947555.6417657,-397539287.968339,565386722.107633
"Male",2000,"South",29791.8729409587,22727.7896915934,32320.368173358,34310.1559615307,-8946.56173069851,10936.3495188712,0.344035432939177,0.808987280357123,28408.7853018782,21822.0844242724,30813.0587210306,32967.0605153158,10669.2709994308,-8515.26920514562,807059082.32821,15433.7252548033,16238.4116077847,0.809580062017,37477747.318631,-343014135.848284,501522693.798573
"Female",2010,"Not South",23033.9105154188,25038.3708572632,18043.4015776646,32924.5247718994,-5611.94473896033,20493.0679331952,0.624833515802688,0.619951456037975,23698.3411297212,25417.7009639298,18568.2841867895,33941.9081806548,21203.9066378529,-5830.28264398761,561611372.300637,27427.5354661848,15834.2660289597,0.620189154966673,11357799.0942473,-199536856.337698,373432315.057166
"Female",2010,"South",23033.9105154188,25038.3708572632,18043.4015776646,32924.5247718994,-5611.94473896033,20493.0679331952,0.375166484197312,0.614505714957736,21854.992129001,24299.5546013955,17169.2183553947,31230.0896904393,19309.1779384633,-5248.30660341878,477640680.958697,26614.455683668,14393.1490672044,0.615307578501451,6107978.96336277,-157405214.837,326343445.085065
"Male",2010,"Not South",31039.8045288961,25489.5453533141,31374.899985521,35351.0993274095,-7480.33171545306,11456.5310573415,0.636523224154401,0.825224502608782,31790.8202750966,26074.9982904566,32123.963276427,36271.8276010806,11794.2439024903,-7646.37957783667,1010656253.76349,18202.0565912263,16147.0907240107,0.825312935528786,48760693.6905964,-375350739.939442,684066207.514639
"Male",2010,"South",31039.8045288961,25489.5453533141,31374.899985521,35351.0993274095,-7480.33171545306,11456.5310573415,0.363476775845599,0.838190716948691,29633.8924726956,24347.2751557568,30063.1347980095,33738.7131496027,10865.1258196002,-7189.54746800707,878167583.083287,16688.0777206965,14357.5397725,0.838462736673256,47984212.7839874,-321393393.258206,604758402.609065
